Sno,freq_neg,freq_pos,overall
74,219.19011873582352,254.54161431099985,positive
75,265.8101717419575,241.79885799095058,negative
76,200.30588185455952,197.2356998025413,positive
77,360.8906496012927,377.23509204029233,positive
78,821.0463183074819,619.1051751806478,negative
79,204.6777499155399,145.84451435686898,negative
80,311.2706004173632,378.4226925120951,positive
81,213.2668393960065,238.1067488093596,positive
82,259.01878439371603,185.68348632054972,negative
83,410.55577693725337,310.5273010762733,negative
84,841.8130164602642,491.0062578024672,negative
85,209.11001973603496,78.8272320531537,negative
86,260.7268042330102,176.22812875976817,negative
87,334.9830000109273,339.40736164638133,negative
88,217.89556148762117,184.76689114766342,negative
89,355.0912862803641,221.90303901828702,negative
90,566.608442925582,401.4788791534263,negative
91,172.54108916254086,224.95895629559328,positive
92,272.06102307571336,163.19093611173955,negative
93,0,0,positive
94,151.7530158868481,219.84103395866515,positive
95,167.2132857349797,163.99162066465976,negative
96,317.8500339349712,400.6812417093555,positive
97,315.66867183340344,221.3012287450567,negative
98,321.96646829912976,180.57933731969788,negative
99,393.5641851373184,207.36407819127862,negative
100,591.0072740155023,708.3234458814786,positive
101,193.72218515462146,199.8446503052823,positive
102,935.2396179798508,766.2389228848191,negative
103,210.62961257222773,193.9015831079265,positive
104,555.6103201787914,458.79460049843044,positive
105,234.33302290465167,173.2559282715438,negative
106,220.53943555605298,252.330976142246,positive
107,128.45447139605884,153.11705315909245,positive
108,495.7320773870937,344.85652686846464,negative
109,229.28949742354263,293.9418085096025,positive
110,153.4661351062683,167.88168537821153,positive
111,214.74862582037392,135.67775455542863,negative
112,310.4796382823779,210.58767825161718,negative
113,69.74265989239167,63.86860588290431,negative
114,118.99611843560042,151.8504347050502,positive
115,329.239039661798,387.54678288803115,positive
116,139.22546321525627,170.6057389962174,positive
117,280.21811370820313,472.3261243147187,positive
118,170.16639204751306,100.88588737155752,negative
119,152.44257442191733,130.88110395452895,negative
120,336.9868294669504,317.56373474315393,negative
121,102.0992318669671,110.91569973147153,positive
122,194.54404733146788,242.31884859188364,positive
123,316.34252784016445,259.5436412582839,negative
124,211.644392289908,158.89255031643063,negative
125,128.05006761220557,145.06578637842023,positive
126,215.79957754140182,174.40840576536397,negative
127,623.9574992301071,524.1443545533143,negative
128,215.66231178324432,170.6235935091397,negative
129,289.17313841041965,275.88868367776337,positive
130,164.49037623850973,166.86456625467636,positive
131,211.37032340477012,257.7552950514618,positive
132,543.6809395317758,514.3371231552928,positive
133,261.8153904272348,194.2659900514717,negative
134,191.40776484638036,141.60874847621872,negative
135,338.30792085586575,224.06832186586368,negative
136,649.60378003336,540.1531875182974,negative
137,102.32307763742216,186.69558457032142,positive
138,320.56617065583896,259.83373956761505,negative
139,319.17628298586305,386.1389039281935,positive
140,422.92468045476625,346.5687339701112,negative
141,468.70075686031436,399.2869072889913,negative
142,404.6378278789585,335.6551106693046,negative
143,784.5049204504021,695.6453654210665,negative
144,89.37795564954205,119.81480702389361,positive
145,325.40553222064466,233.1150027286098,negative
146,421.19079860764117,434.4950346370803,positive
147,293.3044056237414,311.99335470113994,positive
148,360.09178954394343,474.14856518717437,positive
149,222.03924585529694,195.66384525162763,negative
150,491.0005397681164,364.5788943957276,negative
151,177.8494956669127,249.6641628465429,positive
152,228.490568944198,232.80013319722514,negative
153,271.31310622421677,246.604746101804,negative
154,293.2252726927194,326.02669305588495,positive
155,370.6815768430301,247.7941435659762,negative
156,145.9448606398118,94.80655582084647,negative
157,1120.87284874124,1031.400166315832,negative
158,151.07563813899768,210.14216833521962,positive
159,161.72324554399964,169.15919227828869,negative
160,164.8879788590289,189.3332881743681,positive
161,107.41462728667649,98.46631028669059,positive
162,398.538128924704,227.1465386328786,negative
163,173.26235863258592,75.84268469422857,negative
164,587.3302978135437,521.727988820831,negative
165,438.44560327993776,500.96968452087617,positive
166,100.03103747673771,99.75960219742707,negative
167,158.02010189598613,164.91404384015686,positive
168,306.8527800319596,247.09779399789417,negative
169,174.04112476897433,112.07495975021996,negative
170,556.7132667087874,480.59653838281275,negative
171,382.44258599625033,262.35296840954265,negative
172,246.62573562260434,230.3775886240331,negative
173,695.2135208196103,795.2283248280007,positive
174,377.39630114138214,468.744197862831,positive
175,519.7613302509005,342.66986993933676,negative
176,452.64004698809714,271.2823545227164,negative
177,256.17950204599936,281.2510860757971,positive
178,1189.215603365121,915.7983256131834,negative
179,263.122129030138,320.4389837670976,positive
180,341.26187344055955,228.78170960450444,negative
181,150.79988994329955,199.5409499514477,positive
182,150.39855979724786,153.96139357757195,negative
183,860.8050760494884,610.2859085359344,negative
184,391.18309249526686,302.7029977676676,negative
185,111.21182179012287,70.79372405757185,negative
186,478.4915301632907,325.3196888944361,negative
187,666.230202942794,572.3684991716817,positive
188,132.52392409520752,120.87861183541477,negative
189,265.36523353614075,283.9739315041416,positive
190,576.148233356206,560.0509226301352,negative
191,339.2106528419428,437.33261170838136,positive
192,886.294427189554,1132.9706566514408,positive
193,140.66486879634886,148.385521506531,positive
194,43.64529547395412,65.11484631715109,positive
195,246.28788211093442,185.02753235801953,negative
196,289.25938057421894,210.61964782264067,negative
197,308.84915303001844,224.520459673904,negative
198,265.10629382126547,198.93009719895946,negative
199,513.2256685354032,589.4863918123134,positive
200,192.8427650244827,125.82877436959197,negative
201,108.32879487722576,115.67835401068515,negative
202,214.05811669201267,303.34290696847734,positive
203,322.58634848985554,482.03548792889165,positive
204,81.66833677615566,85.55778159687411,positive
205,340.3581760274026,248.67830025335275,negative
206,76.86058759928694,607.6234875807136,positive
207,140.90250376300787,129.02414219262303,negative
208,255.33864270500519,209.20649687882445,negative
209,193.6890216163376,176.33334019779184,positive
210,77.31325745058415,87.1453495994498,positive
211,801.9355191716827,642.7996130223114,negative
212,103.99872134795211,64.60023122911839,negative
213,211.81139045974342,186.5640352530558,negative
214,117.02500010753154,100.11840546864366,positive
215,188.6947759969039,134.0596945669031,negative
216,448.7590192020515,370.7224250774467,positive
217,202.44296160206687,355.6835732049145,positive
218,199.78748897109205,126.99265231707419,negative
219,513.7273055812367,538.2695944318748,positive
220,216.97232061478957,165.37118801796285,negative
221,115.49102415069716,103.74302414665546,negative
222,341.018525436131,273.8412383826968,positive
223,358.0352288896344,478.4807025172428,positive
224,471.97434808480324,345.63968655969916,negative
225,232.97273062670848,424.97461570699113,positive
226,309.26974934354956,252.0078921978794,negative
227,286.02827840590004,416.8003409414592,positive
228,268.0452345995099,256.843307656619,positive
229,670.0034598536953,766.0418769879647,positive
230,138.48470135859753,202.41036908107725,positive
231,127.2566812969587,71.65711994126045,negative
232,86.7382563159755,54.95546625959881,positive
233,162.80078181834594,196.61808512115442,positive
234,73.03417784316359,124.49120259174765,positive
235,195.42996802386503,190.80583299396915,positive
236,168.63709638834032,198.45346108224112,positive
237,90.08137861070267,98.35636028184317,positive
238,280.3596200468877,165.849124248644,negative
239,304.7119964553571,404.5644949657665,positive
240,269.3458056538794,180.1467424886474,negative
241,184.78636637607136,120.58322047727992,negative
242,146.17842107372343,144.25802593707593,positive
243,215.3839437744943,139.82331447484077,negative
244,212.04371743882945,206.93205538414242,positive
245,197.7334006840778,164.82412379971106,negative
246,41.893260465123554,64.19840516457866,positive
247,286.3218782686285,213.02370394833673,negative
248,238.19414630005042,156.247613821527,negative
249,190.85549395636693,264.1140998513567,positive
250,160.72333300080243,110.10463431750729,negative
251,199.09737921312495,162.52280720325373,negative
252,347.7399675514958,225.55329220325825,negative
253,434.6410719156832,399.0079168578642,negative
254,456.9279402827679,372.6203774072866,negative
255,519.4471251059659,650.2488018826884,positive
256,534.2288153059981,447.5847147793682,negative
257,233.51106430412165,171.1229871107402,negative
258,508.92803123809125,413.4318096288972,negative
259,744.8558192814952,792.1540215457235,positive
260,218.5341125486026,217.366445448435,positive
261,493.26612224341585,582.2138142913221,positive
262,184.5798020621799,148.54165533896554,negative
263,453.20529697763,274.26132400713584,negative
264,1151.7602935713705,1092.420298342452,negative
265,236.10652038418013,127.48022188703344,negative
266,171.2679724121161,202.2294724985908,positive
267,298.67588621099566,205.33426330350622,negative
268,638.5055580015496,526.0170436706878,negative
269,228.61519460076312,200.90018302305742,negative
270,143.73226002830253,176.29937446743776,positive
271,390.3906017969585,280.6552634138188,negative
272,111.95016249548192,176.75156003733449,positive
273,286.52171113512713,363.7926711289242,positive
274,482.1751489375171,508.9062599662528,positive
275,210.7849054593606,190.13987859064102,negative
276,173.9927181316547,159.28061397711895,positive
277,961.127917688808,737.9713744996404,negative
278,387.9134200273742,476.48165011666055,positive
279,346.47638791530954,194.53446514949715,negative
280,64.88239209514026,91.39136799670247,positive
281,337.6125433156661,360.4526990299529,positive
282,140.44475684150015,135.36956218464184,negative
283,305.63877882401744,207.202872294096,negative
284,336.71586095468336,190.01308917490294,negative
285,190.92155527947438,264.6724635059823,positive
286,259.0984830003641,146.89481403754363,negative
287,404.72678818007336,376.27319897916306,positive
288,130.92956388473183,118.3020742440819,positive
289,371.890890561218,466.6761873049699,positive
290,132.39567582790096,150.65613984684623,positive
291,220.3259001383587,221.31587061446476,positive
292,105.35980802309045,118.42735967298955,positive
293,174.81920502870162,204.1398011969211,positive
294,219.42838253931959,262.17246865650435,positive
295,124.26587819797871,181.5337995499179,positive
296,725.9577588539277,519.9009964425991,negative
297,238.0159729544614,153.41433566646842,negative
298,703.5498272399385,689.9508003950818,positive
299,368.20466303025967,377.02446400299414,positive
300,88.62251203839514,129.0168115843723,positive
301,235.25817144101907,208.8418013952817,negative
302,172.8400904107695,145.70305298524443,negative
303,166.55680197712223,167.5040658052327,positive
304,250.259592022893,345.76704792536884,positive
305,276.66432334572625,346.76053921823996,positive
306,83.52374008502734,143.2346727930456,positive
307,293.4842871278293,461.48027710445837,positive
308,165.36568994531422,154.66765026683396,negative
309,141.23117348888317,142.8240274451868,negative
310,244.24446805734925,181.72361416022568,negative
311,1042.62532482348,1245.1949484286154,positive
312,106.57673306254821,118.05763014885888,negative
313,201.5508824246932,155.862001414972,negative
314,184.4536652633963,92.81651601138778,negative
315,566.8491702292222,515.8314762606728,negative
316,397.60548855875146,342.2669861654964,negative
317,190.35803372590595,192.30427706657545,positive
318,104.39352079272679,131.1392932886373,positive
319,222.22589618434358,223.8673973877336,positive
320,448.1863017270905,413.1329163732079,negative
321,979.6519357762785,1184.9008381683975,positive
322,70.90540228508269,99.03169011233072,positive
323,1098.2024777183608,847.4294833995938,negative
324,149.79623281808813,169.6560767830011,positive
325,93.19929350362938,58.95390546399069,negative
326,263.34277646547633,290.22732429920194,positive
327,129.26153473429764,159.52178736261882,positive
328,385.151708561633,302.29397806692185,negative
329,165.89343261066836,202.75224224355009,positive
330,78.21200906801108,101.61257503556685,positive
331,195.3617994593315,151.84116965412224,negative
332,111.22707989996448,111.51222704671866,positive
333,463.1040007856509,668.9246275955815,positive
334,146.02384995917387,162.06779224154582,positive
335,124.09944070333714,157.55831785335445,positive
336,187.87002381762562,177.82490433170491,negative
337,58.806171355534104,80.31881515860901,positive
338,204.35210563556976,225.32318054929155,positive
339,779.381785172554,706.7954387451624,negative
340,235.05754345366142,174.17031595582216,negative
341,147.3259351531943,143.25777576810873,negative
342,150.580211488751,174.23832054907018,positive
343,177.8871963476705,191.13046881321984,negative
344,380.83402817857325,466.28787779946595,positive
345,353.52243382611005,315.7971149563286,negative
346,519.2393870724565,351.20116045551606,negative
347,442.55316387621684,267.1831969340778,negative
348,94.0248434862428,134.8357048902765,positive
349,199.7743458097498,176.8425636062351,negative
350,411.0203071301268,431.2289974696832,negative
351,365.71876167754726,361.329189228382,positive
352,206.98833707143467,162.084001955403,negative
353,473.2193870635169,374.76661165308616,negative
354,702.5091234513188,730.2271952330057,positive
355,283.65174539148495,229.29862285148403,negative
356,346.7127159576414,152.86021749254024,negative
357,280.99120531425484,372.2913209871293,positive
358,596.0454191051108,566.1542929217477,negative
359,78.97021372859021,39.7673062341785,negative
360,289.1607212106497,221.12251427429962,negative
361,222.87967093540675,207.95985342235969,positive
362,396.7347800887042,223.95355342188248,negative
363,512.393185430864,482.72916655323576,positive
364,766.5016999481171,989.6553522945602,positive
365,602.2353888913406,635.5248640084342,positive
366,1443.3052226537284,1241.4198536682597,negative
367,440.74398409315756,437.24699508894895,negative
368,232.56202137587618,151.08615187057092,negative
369,181.58560550599157,229.5809666214872,positive
370,150.4406826698295,160.22141698609164,positive
371,220.39572764273942,229.77260005756918,positive
372,399.06532163619806,454.9869075522075,positive
373,412.181998395659,389.48534995300986,negative
374,878.8385369123146,976.9089027242773,positive
375,534.8898471812178,663.4841269631299,positive
376,410.24542302788575,322.4622460710246,negative
377,238.24086767552487,205.29388564873693,positive
378,121.30839294223209,86.16973997051531,negative
379,877.6077155067441,1030.8937753356372,positive
380,403.1626272219018,314.90817064217595,negative
381,279.51421297853557,214.55332932171683,negative
382,123.01362593525809,144.769673585339,positive
383,78.90701228636222,109.80951048655298,positive
384,73.96995431661685,55.59602365520996,negative
385,483.3492174067169,384.4363720527239,negative
386,314.25840089472314,233.89698717785885,negative
387,168.4897255113103,157.3932310982372,negative
388,325.5978331018494,376.2675901292547,positive
389,65.587709046579,56.77988584625504,positive
390,279.9423482019901,380.44237825014005,positive
391,148.24207724151853,163.8585025318362,positive
392,307.2003139079603,210.38932566489765,negative
393,120.3083230317902,132.7502347194289,positive
394,357.0024155880182,414.5539595213105,positive
395,62.15731137913314,71.78640673350073,positive
396,396.5649901088492,290.2078045726052,negative
397,393.3797885994843,259.7714535221927,negative
398,260.4787873434657,346.6170819170711,positive
399,170.14525682000007,148.4396609047887,negative
400,94.7527868102807,115.11141647141261,positive
401,568.4775112697139,604.0774466533978,positive
402,276.1116124553651,255.07318928253642,negative
403,565.0369128850609,513.3231456899024,negative
404,276.55069970947915,335.1567856655034,positive
405,337.8974934890785,299.41474714043136,positive
406,242.57443275027708,236.87999108639738,negative
407,253.21425898285585,252.98272665919387,positive
408,461.1205426397654,514.1497133376585,positive
409,247.759305697545,170.0478914949394,negative
410,136.8724430734475,175.18985019776704,positive
411,754.6743163588218,781.6249676684447,negative
412,537.738784301028,474.2090749946409,positive
413,169.78182848235784,120.24874827169903,negative
414,41.93094046738307,23.92774589997917,negative
415,189.03890145911024,153.64447404960723,negative
416,97.75809521553964,61.83413718909475,negative
417,268.0083993073675,214.43759168703798,negative
418,235.31306969831158,227.4138287933462,positive
419,753.6031441350976,663.9679973694368,negative
420,441.1147570668916,389.15885237727974,negative
421,563.4648248892485,459.3225643805037,negative
422,151.17761048581866,164.36486433215504,negative
423,503.2019894225423,403.75840551442656,negative
424,221.5060208298849,440.98697853890997,positive
425,701.2644474955247,576.8289819438194,negative
426,118.82569204121934,118.46075649757007,positive
427,237.6569358887568,283.1269246394722,positive
428,262.83102576832516,248.72490992004464,positive
429,339.4540663550357,172.50590732958548,negative
430,460.7721326197276,445.81267255280943,positive
431,307.4918331959528,209.2966300100833,negative
432,567.2899073183484,360.0125685843,negative
433,289.2709604709936,197.25577371160298,negative
434,801.5022291561672,949.4659341069917,positive
435,201.81752819452768,208.6748140443971,negative
436,627.6375809560666,639.8499240245366,positive
437,193.58231897124884,209.17985940245595,positive
438,79.98508868626205,73.91708497026255,positive
439,239.24374781818153,270.3530471692003,positive
440,205.40238016612284,263.7587299385695,positive
441,555.4424993613417,384.1344525822055,negative
442,177.2078723124345,194.50466524788658,positive
443,656.0233993856655,491.95899582210234,negative
444,302.2809178567826,237.51986963547319,negative
445,293.84036283642934,234.77551141304505,negative
446,252.07845379018315,147.20840329792333,negative
447,261.1880650920621,166.06188748767488,negative
448,142.34627702872757,173.5202060327689,positive
449,104.36413601728256,99.62111119506181,negative
450,153.34606827946368,156.17200130009206,negative
451,430.84827080724614,448.255772524872,positive
452,117.5895566097982,131.8191624801765,positive
453,172.3272617030866,146.0044172667684,negative
454,355.89137324357904,344.43903333226336,positive
455,722.8896792904759,872.9967200967928,positive
456,223.85894468591027,261.443812604275,positive
457,1013.8829799480924,758.5026875318731,negative
458,440.8358750303557,576.1780368000376,positive
459,400.52112811775055,392.8578912330915,negative
460,263.88329489377867,160.7996465592262,negative
461,74.03322385043404,76.67059175259354,positive
462,226.34142255541144,214.95287842294667,positive
463,185.04556636141007,176.58058115955566,negative
464,799.1147288229052,762.9306015974287,negative
465,302.66858081888006,304.6805834466415,negative
466,204.44788089557866,215.444948521689,positive
467,287.38753380557483,294.6641307844424,positive
468,289.7433041289998,317.9811888783432,positive
469,83.76280679971245,73.68826947447552,negative
470,64.82909245776423,82.11307359835789,positive
471,484.3285218164891,364.11433332323196,negative
472,340.23999985897575,235.6100289980562,negative
473,329.0316607377926,301.4339312744873,negative
474,924.4469960371463,888.9481809405233,negative
475,199.90580840519564,144.38288976781172,positive
476,507.549075307228,482.32644380348205,positive
477,382.54840701343556,445.9006506842654,positive
478,423.9544721194164,254.0295882828492,negative
479,375.50705701207414,285.74929725552414,negative
480,437.62744389812246,816.645038958049,positive
481,282.37090970920275,229.86063413925112,negative
482,242.79931527704963,266.26253820917697,positive
483,147.66634738910176,88.38433513378303,negative
484,104.57954073027574,113.11738322868311,positive
485,191.86037719432156,236.48317463824384,positive
486,326.16637359616243,222.36452707383253,negative
487,239.1691316468888,136.1758210469408,negative
488,456.62890716486436,446.57977841392244,positive
489,420.62366516751047,483.31167618661107,positive
490,368.98404065017945,338.1668220369625,negative
491,148.57759982843692,158.29553209765115,negative
492,56.29753241112527,61.742646334782194,positive
493,464.5020815537741,669.2475388162217,positive
494,216.7537282839359,258.3995454469331,positive
495,233.60335099194535,319.7493827535048,positive
496,310.68435740457284,227.93758295598593,negative
497,220.86351103129053,190.3341365741141,negative
498,223.80176765791808,177.21329394720289,negative
499,286.46858374544865,274.9655981211584,negative
500,1023.7219405803327,1320.7668946300166,positive
501,319.259183707861,212.29912390312268,negative
502,150.264085225315,164.21120276453226,positive
503,222.55478897813353,286.9927415312053,positive
504,229.2385606860792,169.29983249121003,negative
505,285.9076854360847,329.6529250116552,positive
506,211.4145007066204,188.1825926702645,positive
507,83.4827350516477,101.27315848421057,negative
508,338.6088491576175,387.27754685510706,positive
509,164.90243446642805,137.56414934106309,negative
510,162.36708809373448,216.29271266846882,positive
511,255.40962836987393,213.42900647044036,negative
512,246.57791454940838,172.13687326264338,negative
513,219.4472702592181,155.02478646665816,negative
514,247.64978595286894,234.9854127648926,negative
515,1289.3830408445688,1060.0868812991132,negative
516,182.5474444147025,224.22252157468554,positive
517,214.05647397539178,131.86226567290882,negative
518,262.5341212461055,248.06628306652146,positive
519,425.83458097397005,406.8327756076543,positive
520,498.36193671701994,417.9805401756063,negative
521,375.40249930978814,330.1588817189179,negative
522,81.97252047038347,109.31276993086887,positive
523,122.0417129955644,155.65815950894083,positive
524,1018.3034672583051,369.658191421852,negative
525,1129.8624208410527,953.6627902424809,negative
526,285.5885385930652,147.72428300673081,negative
527,391.91384209183514,415.2904099778263,positive
528,172.77292894630455,137.245939321,negative
529,473.98513341035476,474.3867246848496,positive
530,238.2578794884242,179.05240568738284,negative
531,115.67253849110269,90.86927688109162,negative
532,75.70322725369482,98.750064526969,positive
533,82.77503177128543,117.54572558027478,positive
534,90.49635994622413,133.46572522382013,positive
535,230.48556138106346,199.05067131730715,positive
536,193.28647783684957,200.04884100803537,negative
537,297.0879960957015,173.044359553071,negative
538,56.53095658669575,49.991801488077066,negative
539,283.78343087105543,279.2282654312202,negative
540,237.5244877826667,289.06303783580984,positive
541,152.03134792266619,157.48537196520536,positive
542,122.38417848092519,90.34115108483566,negative
543,426.33672722840043,335.2816160538279,negative
544,210.15511880394675,111.93418567334245,negative
545,471.5454958894695,425.5147313004383,negative
546,177.04021492482872,138.0154133481481,negative
547,252.11477171496367,152.9951176112869,negative
548,265.1510462195425,280.57630243838264,positive
549,268.3860303743125,201.9838088648404,negative
550,162.0526446571397,199.21888574503026,positive
551,439.09355445893794,418.58017355797574,negative
552,165.12299295999105,137.50979910539058,negative
553,372.45739910693663,702.815133904599,positive
554,212.10809756569537,140.48349331867664,negative
555,219.62645451296245,109.22790933868431,negative
556,194.94327185591354,157.5052187628267,negative
557,1717.8283145633377,1661.5258592152293,positive
558,466.29172439895353,578.6084231724648,positive
559,594.7030741145081,667.8633041010537,positive
560,990.0563321916432,684.9763884772465,negative
561,209.87518578781663,173.89965582951115,negative
562,497.47215547475616,440.8239288221705,negative
563,198.34962444132995,192.88408204507886,negative
564,206.52754238008876,193.42959995408836,negative
565,189.5668333317933,184.78190664034892,positive
566,457.5299623515888,287.09839187339213,negative
567,890.7141924068098,1290.1477328392898,positive
568,147.53208785955917,177.80535035716565,positive
569,192.0642206587431,131.53722860157842,positive
570,298.4296262915448,156.04988206526434,negative
571,134.68347730167358,127.26361067059358,positive
572,286.47791750248143,361.99376592975386,positive
573,215.26277662630682,319.74053771014565,positive
574,184.6853585538982,162.0021211112826,negative
575,164.50411820570972,142.32859539144476,negative
576,666.3336480408667,559.993309662022,negative
577,338.86772876704833,272.61220463930084,negative
578,723.3177690155143,450.5420092456319,negative
579,271.4718711480015,148.31977559128464,negative
580,96.12437894322832,111.58163640744017,positive
581,164.8341954748281,163.57338643495112,positive
582,410.9786386291078,337.20457324419704,negative
583,109.86078289146278,129.43182887274617,positive
584,211.64125246651798,189.4616879362675,negative
585,136.23708069051517,130.10255362864498,positive
586,130.44064804077905,173.44051278936382,positive
587,79.95236973732314,96.95068013418573,positive
588,899.8121108612762,795.8882480586975,negative
589,268.925313982739,250.1740242687622,negative
590,571.4916286828366,165.2665545376815,negative
591,1003.7710640035467,1213.5797260187333,positive
592,471.9489619357976,348.9540042870852,negative
593,523.1999626800224,707.3779836327676,positive
594,159.73234789316405,173.51391271784877,positive
595,46.79035926715265,59.683384318990704,positive
596,168.7953996438205,192.54819135272635,positive
597,194.02444015933136,143.14489160621324,negative
598,202.34225521302199,234.8476233800535,positive
599,151.1440403182743,174.24980053818553,positive
600,348.65804732650105,341.6486854018886,negative
601,177.67958905434665,183.3569607686947,positive
602,304.35018767180327,284.25981932324567,positive
603,372.0638879378107,380.69045478077294,positive
604,194.79880715642685,119.14292773017571,negative
605,203.4428817575318,183.4894463784722,negative
606,178.33329153528385,200.81742964908082,positive
607,122.38741598480064,151.76243184575478,positive
608,127.37773410694689,159.4967772916161,positive
609,534.789684881242,584.4461893866983,positive
610,209.04998948543803,182.11882931616918,positive
611,435.3132939197402,494.72235057148686,negative
612,870.2548694578717,970.7296545998021,positive
613,346.5899507666723,245.57532497562357,negative
614,226.00271747287218,137.22557291969358,negative
615,232.7901204198806,302.8307156860665,positive
616,370.764755374163,244.77863237840992,negative
617,397.71602529579764,551.3518708660505,positive
618,495.74786352890345,326.9424183918668,negative
619,493.6453241346934,586.3460459946034,positive
620,411.6070007620325,316.43592172495465,negative
621,194.01993951722037,311.0493200670178,positive
622,119.27127618997879,111.5760045797468,positive
623,287.13582263701204,298.60078326248595,positive
624,176.90521591274157,143.8865072218438,negative
625,149.8927911934754,137.85543173373512,positive
626,647.2135808934033,482.4045617966564,negative
627,296.61099080533893,312.1215044200567,positive
628,228.01377697445045,147.61133017574622,negative
629,267.22519732665097,334.5391567080954,positive
630,152.22947105586246,147.38822944715383,positive
631,196.28874280953556,135.6155171799982,negative
632,216.96116510558582,267.7733745805018,positive
633,120.6224334064166,220.2255575204407,positive
634,227.05365488636855,201.67645135900642,positive
635,128.45519584986434,153.35868295786562,positive
636,611.6790777103998,402.15129225204015,negative
637,182.62052026856634,115.4694355988899,negative
638,785.0118601936413,582.5767927273216,negative
639,69.75612878996805,78.82981244650765,positive
640,197.89655478474495,194.35659437212826,positive
641,189.54574651771546,197.34093040905617,negative
642,393.92134999226835,696.5661369322087,positive
643,265.21799225392397,188.05793627620398,negative
644,265.03061168631064,320.40584047520747,positive
645,184.51046615051962,129.610288208103,negative
646,205.15489818529574,208.4758519402578,positive
647,490.1777816447161,397.3299873692017,negative
648,519.5902747976172,555.0598827162244,positive
649,236.51577386639588,294.8174000173926,positive
650,940.5371257593791,803.4505481783663,negative
651,263.5846317113335,316.4945182864083,positive
652,340.9755593354102,272.025982370538,negative
653,488.0412724330722,401.0649643919536,negative
654,356.31856694729913,392.36208272081444,positive
655,667.4630995203572,539.1943694214309,negative
656,192.73354680380336,186.06306040922692,negative
657,176.27904706088165,219.11788375228923,positive
658,170.18114342539948,179.699468118672,positive
659,256.6421940078484,251.16202642526616,positive
660,82.23634940299601,69.00372162700253,negative
661,94.61229295478785,47.93752149712108,negative
662,282.35739149017684,280.79428849311876,positive
663,160.03896045452524,203.25908638897718,positive
664,229.19483769256283,264.38349677042055,positive
665,593.6623384668108,581.7808700124067,positive
666,333.19360431231905,292.3894766442453,negative
667,76.47210913269275,94.25809851314013,positive
